Location,Marital_Status,Num_Dependents,Disability_Above_60pct,Dependents_Have_Disability,Num_Dependents_With_Disability,Base_Salary_EUR,Social_Security_Rate_pct,Twelfths_Option,Meal_Card_Type,Year,Monthly_Net_Salary,Monthly_Gross_Salary,Annual_Gross_Salary,IRS_Retention_Rate,Annual_Employer_Cost,Monthly_Employer_Cost,IRS_Retention_Earnings_Twelfths,Extra_Compensation_Retention,Social_Security_Contribution,Net_Salary
continente,SOL,0,false,false,0,3000,11,1x50%,not_available,2026,2.007€,3.000€,42.000€,22.10%,51.975€,"4.331,25€",,"0,00€","330,00€","2.007,00€"
continente,SOL,0,false,false,0,5000,11,1x50%,not_available,2026,"2.091,25€",3.125€,42.000€,22.10%,51.975€,"4.331,25€",,,,
continente,SOL,0,false,false,0,10000,11,1x50%,not_available,2026,"3.122,42€","5.208,33€",70.000€,29.06%,86.625€,"7.218,75€",,,,
continente,SOL,0,false,false,0,820,11,2x50%,not_available,2026,"5.446,83€","10.416,67€",140.000€,36.72%,173.250€,"14.437,50€",,,,
continente,SOL,0,false,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,false,false,0,1500,11,2x50%,not_available,2026,"1.264,25€",1.625€,21.000€,11.21%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.264,25€"
continente,SOL,0,false,false,0,2000,11,2x50%,not_available,2026,"1.264,25€",1.625€,21.000€,11.21%,"25.987,50€","2.165,63€",,,,
continente,SOL,0,false,false,0,3000,11,2x50%,not_available,2026,"1.602,33€","2.166,67€",28.000€,15.07%,34.650€,"2.887,50€",,,,
continente,SOL,0,false,false,0,5000,11,2x50%,not_available,2026,"2.174,50€",3.250€,42.000€,22.10%,51.975€,"4.331,25€",,,,
continente,SOL,0,false,false,0,10000,11,2x50%,not_available,2026,"3.247,83€","5.416,67€",70.000€,29.06%,86.625€,"7.218,75€",,,,
continente,SOL,0,false,false,0,820,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,false,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,false,false,0,1500,11,2x100%,not_available,2026,"997,33€","1.166,67€",14.000€,3.60%,17.325€,"1.443,75€",,,,
continente,SOL,0,false,false,0,2000,11,2x100%,not_available,2026,"1.361,50€",1.750€,21.000€,11.21%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.361,50€"
continente,SOL,0,false,false,0,3000,11,2x100%,not_available,2026,"1.725,67€","2.333,33€",28.000€,15.07%,34.650€,"2.887,50€",,,,
continente,SOL,0,false,false,0,5000,11,2x100%,not_available,2026,2.342€,3.500€,42.000€,22.10%,51.975€,"4.331,25€",,,,
continente,SOL,0,false,false,0,10000,11,2x100%,not_available,2026,"3.496,67€","5.833,33€",70.000€,29.06%,86.625€,"7.218,75€",,,,
continente,SOL,0,true,false,0,820,11, ,not_available,2026,"6.100,33€","11.666,67€",140.000€,36.72%,173.250€,"14.437,50€",,,,
continente,SOL,0,true,false,0,1000,11, ,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
continente,SOL,0,true,false,0,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,SOL,0,true,false,0,2000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,SOL,0,true,false,0,3000,11, ,not_available,2026,1.716€,2.000€,28.000€,3.24%,34.650€,"2.887,50€",,"0,00€","220,00€","1.716,00€"
continente,SOL,0,true,false,0,5000,11, ,not_available,2026,1.716€,5.000€,70.000€,22.16%,86.625€,"7.218,75€",,"0,00€","220,00€","1.716,00€"
continente,SOL,0,true,false,0,10000,11, ,not_available,2026,3.343€,5.000€,70.000€,22.16%,86.625€,"7.218,75€",,"0,00€","550,00€","3.343,00€"
continente,SOL,0,true,false,0,820,11,1x50%,not_available,2026,5.634€,10.000€,140.000€,32.67%,173.250€,"14.437,50€",,,,
continente,SOL,0,true,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,true,false,0,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
continente,SOL,0,true,false,0,2000,11,1x50%,not_available,2026,"1.787,17€","2.083,33€",28.000€,3.24%,34.650€,"2.887,50€",,,,
continente,SOL,0,true,false,0,3000,11,1x50%,not_available,2026,"1.787,17€","2.083,33€",28.000€,3.24%,34.650€,"2.887,50€",,"0,00€","229,17€","1.787,17€"
continente,SOL,0,true,false,0,5000,11,1x50%,not_available,2026,"2.376,25€",3.125€,42.000€,12.96%,51.975€,"4.331,25€",,,,
continente,SOL,0,true,false,0,10000,11,1x50%,not_available,2026,"3.481,42€","5.208,33€",70.000€,22.16%,86.625€,"7.218,75€",,,,
continente,SOL,0,true,false,0,820,11,2x50%,not_available,2026,"5.868,83€","10.416,67€",140.000€,32.67%,173.250€,"14.437,50€",,,,
continente,SOL,0,true,false,0,1000,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
continente,SOL,0,true,false,0,1500,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
continente,SOL,0,true,false,0,2000,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
continente,SOL,0,true,false,0,3000,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
continente,SOL,0,true,false,0,5000,11,2x50%,not_available,2026,"2.471,50€",3.250€,42.000€,12.96%,51.975€,"4.331,25€",,"0,00€","238,33€","1.858,33€"
continente,SOL,0,true,false,0,10000,11,2x50%,not_available,2026,"6.103,67€","10.833,33€",140.000€,32.67%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.103,67€"
continente,SOL,0,true,false,0,820,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,true,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,0,true,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
continente,SOL,0,true,false,0,2000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
continente,SOL,0,true,false,0,3000,11,2x100%,not_available,2026,2.662€,3.500€,42.000€,12.96%,51.975€,"4.331,25€",,"0,00€","385,00€","2.662,00€"
continente,SOL,0,true,false,0,5000,11,2x100%,not_available,2026,2.662€,3.500€,42.000€,12.96%,51.975€,"4.331,25€",,,,
continente,SOL,0,true,false,0,10000,11,2x100%,not_available,2026,"3.899,67€","5.833,33€",70.000€,22.16%,86.625€,"7.218,75€",,,,
continente,SOL,1,false,false,0,820,11, ,not_available,2026,"6.572,33€","11.666,67€",140.000€,32.67%,173.250€,"14.437,50€",,,,
continente,SOL,1,false,false,0,1000,11, ,not_available,2026,889€,1.000€,14.000€,0.17%,17.325€,"1.443,75€",,,,
continente,SOL,1,false,false,0,1500,11, ,not_available,2026,889€,1.000€,14.000€,0.17%,17.325€,"1.443,75€",,,,
continente,SOL,1,false,false,0,2000,11, ,not_available,2026,1.202€,1.500€,21.000€,8.93%,"25.987,50€","2.165,63€",,,,
continente,SOL,1,false,false,0,3000,11, ,not_available,2026,1.202€,1.500€,21.000€,8.93%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.202,00€"
continente,SOL,1,false,false,0,5000,11, ,not_available,2026,2.042€,3.000€,42.000€,20.96%,51.975€,"4.331,25€",,,,
continente,SOL,1,false,false,0,10000,11, ,not_available,2026,3.032€,5.000€,70.000€,28.37%,86.625€,"7.218,75€",,,,
continente,SOL,1,false,false,0,820,11,1x50%,not_available,2026,5.263€,10.000€,140.000€,36.37%,173.250€,"14.437,50€",,,,
continente,SOL,1,false,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,1,false,false,0,1500,11,1x50%,not_available,2026,2.042€,3.000€,42.000€,20.96%,51.975€,"4.331,25€",,"0,00€","330,00€","2.042,00€"
continente,SOL,1,false,false,0,2000,11,1x50%,not_available,2026,"1.251,63€","1.562,50€",21.000€,8.93%,"25.987,50€","2.165,63€",,,,
continente,SOL,1,false,false,0,3000,11,1x50%,not_available,2026,"1.251,63€","1.562,50€",21.000€,8.93%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.251,63€"
continente,SOL,1,false,false,0,5000,11,1x50%,not_available,2026,"2.126,25€",3.125€,42.000€,20.96%,51.975€,"4.331,25€",,,,
continente,SOL,1,false,false,0,10000,11,1x50%,not_available,2026,"3.158,42€","5.208,33€",70.000€,28.37%,86.625€,"7.218,75€",,,,
continente,SOL,1,false,false,0,820,11,2x50%,not_available,2026,"5.482,83€","10.416,67€",140.000€,36.37%,173.250€,"14.437,50€",,,,
continente,SOL,1,false,false,0,1000,11,2x50%,not_available,2026,"2.126,25€",3.125€,42.000€,20.96%,51.975€,"4.331,25€",,"0,00€","343,75€","2.126,25€"
continente,SOL,1,false,false,0,1500,11,2x50%,not_available,2026,"963,17€","1.083,33€",14.000€,0.17%,17.325€,"1.443,75€",,"0,00€","119,17€","963,17€"
continente,SOL,1,false,false,0,2000,11,2x50%,not_available,2026,"1.301,25€",1.625€,21.000€,8.93%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.301,25€"
continente,SOL,1,false,false,0,3000,11,2x50%,not_available,2026,"963,17€","1.083,33€",14.000€,0.17%,17.325€,"1.443,75€",,"0,00€","178,75€","1.301,25€"
continente,SOL,1,false,false,0,5000,11,2x50%,not_available,2026,"1.639,33€","2.166,67€",28.000€,13.35%,34.650€,"2.887,50€",,"0,00€","238,33€","1.639,33€"
continente,SOL,1,false,false,0,10000,11,2x50%,not_available,2026,"1.639,33€","2.166,67€",28.000€,13.35%,34.650€,"2.887,50€",,,,
continente,SOL,1,false,false,0,820,11,2x100%,not_available,2026,"2.211,50€",3.250€,42.000€,20.96%,51.975€,"4.331,25€",,,,
continente,SOL,1,false,false,0,1000,11,2x100%,not_available,2026,"3.284,83€","5.416,67€",70.000€,28.37%,86.625€,"7.218,75€",,,,
continente,SOL,1,false,false,0,1500,11,2x100%,not_available,2026,"5.701,67€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","1.191,67€","5.701,67€"
continente,SOL,1,false,false,0,2000,11,2x100%,not_available,2026,"3.284,83€","5.416,67€",70.000€,28.37%,86.625€,"7.218,75€",,"0,00€","595,83€","3.284,83€"
continente,SOL,1,false,false,0,3000,11,2x100%,not_available,2026,"1.037,33€","1.166,67€",14.000€,0.17%,17.325€,"1.443,75€",,,,
continente,SOL,1,false,false,0,5000,11,2x100%,not_available,2026,"1.401,50€",1.750€,21.000€,8.93%,"25.987,50€","2.165,63€",,,,
continente,SOL,1,false,false,0,10000,11,2x100%,not_available,2026,2.382€,3.500€,42.000€,20.96%,51.975€,"4.331,25€",,"0,00€","256,67€","1.765,67€"
continente,SOL,1,false,true,1,820,11, ,not_available,2026,"1.765,67€","2.333,33€",28.000€,13.35%,34.650€,"2.887,50€",,"0,00€","256,67€","1.765,67€"
continente,SOL,1,false,true,1,1000,11, ,not_available,2026,"6.140,33€","11.666,67€",140.000€,36.37%,173.250€,"14.437,50€",,"0,00€","641,67€","3.536,67€"
continente,SOL,1,false,true,1,1500,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
continente,SOL,1,false,true,1,2000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,1,false,true,1,3000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,SOL,1,false,true,1,5000,11, ,not_available,2026,1.286€,1.500€,21.000€,3.27%,"25.987,50€","2.165,63€",,,,
continente,SOL,1,false,true,1,10000,11, ,not_available,2026,3.117€,5.000€,70.000€,26.68%,86.625€,"7.218,75€",,"0,00€","550,00€","3.117,00€"
continente,SOL,1,false,true,1,820,11,1x50%,not_available,2026,5.348€,10.000€,140.000€,35.52%,173.250€,"14.437,50€",,"0,00€","1.100,00€","5.348,00€"
continente,SOL,1,false,true,1,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
continente,SOL,1,false,true,1,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
continente,SOL,1,false,true,1,2000,11,1x50%,not_available,2026,5.348€,10.000€,140.000€,35.52%,173.250€,"14.437,50€",,"0,00€","93,96€","760,21€"
continente,SOL,1,false,true,1,3000,11,1x50%,not_available,2026,"1.339,63€","2.083,33€",28.000€,9.11%,34.650€,"2.887,50€",,"0,00€","171,88€","1.339,63€"
continente,SOL,1,false,true,1,5000,11,1x50%,not_available,2026,"1.339,63€","1.562,50€",21.000€,3.27%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.339,63€"
continente,SOL,1,false,true,1,10000,11,1x50%,not_available,2026,"2.215,25€",3.125€,42.000€,18.13%,51.975€,"4.331,25€",,"0,00€","343,75€","2.215,25€"
continente,SOL,1,false,true,1,820,11,2x50%,not_available,2026,"5.570,83€","10.416,67€",140.000€,35.52%,173.250€,"14.437,50€",,"0,00€","572,92€","3.246,42€"
continente,SOL,1,false,true,1,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
continente,SOL,1,false,true,1,1500,11,2x50%,not_available,2026,"3.246,42€","5.208,33€",70.000€,26.68%,86.625€,"7.218,75€",,"0,00€","572,92€","3.246,42€"
continente,SOL,1,false,true,1,2000,11,2x50%,not_available,2026,"1.393,25€",1.625€,21.000€,3.27%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.393,25€"
continente,SOL,1,false,true,1,3000,11,2x50%,not_available,2026,"2.303,50€",3.250€,42.000€,18.13%,51.975€,"4.331,25€",,"0,00€","178,75€","1.393,25€"
continente,SOL,1,false,true,1,5000,11,2x50%,not_available,2026,"2.303,50€",3.250€,42.000€,18.13%,51.975€,"4.331,25€",,"0,00€","238,33€","1.731,33€"
continente,SOL,1,false,true,1,10000,11,2x50%,not_available,2026,"3.376,83€","5.416,67€",70.000€,26.68%,86.625€,"7.218,75€",,"0,00€","595,83€","3.376,83€"
continente,SOL,1,false,true,1,820,11,2x100%,not_available,2026,"5.793,67€","10.833,33€",140.000€,35.52%,173.250€,"14.437,50€",,"0,00€","1.191,67€","5.793,67€"
continente,SOL,1,false,true,1,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
continente,SOL,1,false,true,1,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
continente,SOL,1,false,true,1,2000,11,2x100%,not_available,2026,"1.500,50€",1.750€,21.000€,3.27%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.500,50€"
continente,SOL,1,false,true,1,3000,11,2x100%,not_available,2026,"1.864,67€","2.333,33€",28.000€,9.11%,34.650€,"2.887,50€",,"0,00€","256,67€","1.864,67€"
continente,SOL,1,false,true,1,5000,11,2x100%,not_available,2026,2.481€,3.500€,42.000€,18.13%,51.975€,"4.331,25€",,"0,00€","385,00€","2.481,00€"
continente,SOL,1,false,true,1,10000,11,2x100%,not_available,2026,"3.635,67€","5.833,33€",70.000€,26.68%,86.625€,"7.218,75€",,"0,00€","641,67€","3.635,67€"
continente,SOL,1,true,false,0,820,11, ,not_available,2026,"6.239,33€","11.666,67€",140.000€,35.52%,173.250€,"14.437,50€",,"0,00€","1.283,33€","6.239,33€"
continente,SOL,1,true,false,0,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
continente,SOL,1,true,false,0,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
continente,SOL,1,true,false,0,2000,11, ,not_available,2026,1.335€,1.500€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.335,00€"
continente,SOL,1,true,false,0,3000,11, ,not_available,2026,1.780€,2.000€,28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","220,00€","1.780,00€"
continente,SOL,1,true,false,0,5000,11, ,not_available,2026,2.390€,3.000€,42.000€,9.36%,51.975€,"4.331,25€",,"0,00€","330,00€","2.390,00€"
continente,SOL,1,true,false,0,10000,11, ,not_available,2026,3.455€,5.000€,70.000€,19.92%,86.625€,"7.218,75€",,"0,00€","550,00€","3.455,00€"
continente,SOL,1,true,false,0,820,11,1x50%,not_available,2026,5.789€,10.000€,140.000€,31.11%,173.250€,"14.437,50€",,"0,00€","1.100,00€","5.789,00€"
continente,SOL,1,true,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
continente,SOL,1,true,false,0,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
continente,SOL,1,true,false,0,2000,11,1x50%,not_available,2026,"1.390,63€","1.562,50€",21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.390,63€"
continente,SOL,1,true,false,0,3000,11,1x50%,not_available,2026,"1.854,17€","2.083,33€",28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","229,17€","1.854,17€"
continente,SOL,1,true,false,0,5000,11,1x50%,not_available,2026,"2.489,25€",3.125€,42.000€,9.36%,51.975€,"4.331,25€",,"0,00€","343,75€","2.489,25€"
continente,SOL,1,true,false,0,10000,11,1x50%,not_available,2026,"3.598,42€","5.208,33€",70.000€,19.92%,86.625€,"7.218,75€",,"0,00€","572,92€","3.598,42€"
continente,SOL,1,true,false,0,820,11,2x50%,not_available,2026,"6.029,83€","10.416,67€",140.000€,31.11%,173.250€,"14.437,50€",,,,
continente,SOL,1,true,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
continente,SOL,1,true,false,0,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
continente,SOL,1,true,false,0,2000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,,,
continente,SOL,1,true,false,0,3000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","238,33€","1.928,33€"
continente,SOL,1,true,false,0,5000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","238,33€","1.928,33€"
continente,SOL,1,true,false,0,10000,11,2x50%,not_available,2026,"3.742,83€","5.416,67€",70.000€,19.92%,86.625€,"7.218,75€",,,,
continente,SOL,1,true,false,0,820,11,2x100%,not_available,2026,"6.271,67€","10.833,33€",140.000€,31.11%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.271,67€"
continente,SOL,1,true,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,1,true,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
continente,SOL,1,true,false,0,2000,11,2x100%,not_available,2026,"6.271,67€","10.833,33€",140.000€,31.11%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.271,67€"
continente,SOL,1,true,false,0,3000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.557,50€"
continente,SOL,1,true,false,0,5000,11,2x100%,not_available,2026,2.788€,3.500€,42.000€,9.36%,51.975€,"4.331,25€",,"0,00€","385,00€","2.788,00€"
continente,SOL,1,true,false,0,10000,11,2x100%,not_available,2026,"4.030,67€","5.833,33€",70.000€,19.92%,86.625€,"7.218,75€",,,,
continente,SOL,1,true,true,1,820,11, ,not_available,2026,"6.754,33€","11.666,67€",140.000€,31.11%,173.250€,"14.437,50€",,,,
continente,SOL,1,true,true,1,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,1,true,true,1,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,,,
continente,SOL,1,true,true,1,2000,11, ,not_available,2026,1.335€,1.500€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.335,00€"
continente,SOL,1,true,true,1,3000,11, ,not_available,2026,1.780€,2.000€,28.000€,0.00%,34.650€,"2.887,50€",,,,
continente,SOL,1,true,true,1,5000,11, ,not_available,2026,"2.076,67€","2.333,33€",28.000€,0.00%,34.650€,"2.887,50€",,,,
continente,SOL,1,true,true,1,10000,11, ,not_available,2026,3.539€,5.000€,70.000€,18.22%,86.625€,"7.218,75€",,"0,00€","550,00€","3.539,00€"
continente,SOL,1,true,true,1,820,11,1x50%,not_available,2026,5.874€,10.000€,140.000€,30.27%,173.250€,"14.437,50€",,,,
continente,SOL,1,true,true,1,1000,11,1x50%,not_available,2026,3.539€,5.000€,70.000€,18.22%,86.625€,"7.218,75€",,"0,00€","550,00€","3.539,00€"
continente,SOL,1,true,true,1,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
continente,SOL,1,true,true,1,2000,11,1x50%,not_available,2026,"1.390,63€","1.562,50€",21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.390,63€"
continente,SOL,1,true,true,1,3000,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
continente,SOL,1,true,true,1,5000,11,1x50%,not_available,2026,"2.577,25€",3.125€,42.000€,6.53%,51.975€,"4.331,25€",,,,
continente,SOL,1,true,true,1,10000,11,1x50%,not_available,2026,"2.577,25€",3.125€,42.000€,6.53%,51.975€,"4.331,25€",,"0,00€","343,75€","2.577,25€"
continente,SOL,1,true,true,1,820,11,2x50%,not_available,2026,"6.118,83€","10.416,67€",140.000€,30.27%,173.250€,"14.437,50€",,"0,00€","572,92€","3.686,42€"
continente,SOL,1,true,true,1,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
continente,SOL,1,true,true,1,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
continente,SOL,1,true,true,1,2000,11,2x50%,not_available,2026,"1.446,25€",1.625€,21.000€,0.00%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.446,25€"
continente,SOL,1,true,true,1,3000,11,2x50%,not_available,2026,"1.928,33€","2.166,67€",28.000€,0.00%,34.650€,"2.887,50€",,"0,00€","238,33€","1.928,33€"
continente,SOL,1,true,true,1,5000,11,2x50%,not_available,2026,"3.686,42€","5.208,33€",70.000€,18.22%,86.625€,"7.218,75€",,"0,00€","572,92€","3.686,42€"
continente,SOL,1,true,true,1,10000,11,2x50%,not_available,2026,"3.834,83€","5.416,67€",70.000€,18.22%,86.625€,"7.218,75€",,,,
continente,SOL,1,true,true,1,820,11,2x100%,not_available,2026,"6.363,67€","10.833,33€",140.000€,30.27%,173.250€,"14.437,50€",,,,
continente,SOL,1,true,true,1,1000,11,2x100%,not_available,2026,"3.834,83€","5.416,67€",70.000€,18.22%,86.625€,"7.218,75€",,"0,00€","595,83€","3.834,83€"
continente,SOL,1,true,true,1,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
continente,SOL,1,true,true,1,2000,11,2x100%,not_available,2026,"1.557,50€",1.750€,21.000€,0.00%,"25.987,50€","2.165,63€",,,,
continente,SOL,1,true,true,1,3000,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
continente,SOL,1,true,true,1,5000,11,2x100%,not_available,2026,2.887€,3.500€,42.000€,6.53%,51.975€,"4.331,25€",,"0,00€","385,00€","2.887,00€"
continente,SOL,1,true,true,1,10000,11,2x100%,not_available,2026,"4.129,67€","5.833,33€",70.000€,18.22%,86.625€,"7.218,75€",,,,
