Location,Marital_Status,Num_Dependents,Disability_Above_60pct,Dependents_Have_Disability,Num_Dependents_With_Disability,Base_Salary_EUR,Social_Security_Rate_pct,Twelfths_Option,Meal_Card_Type,Year,Monthly_Net_Salary,Monthly_Gross_Salary,Annual_Gross_Salary,IRS_Retention_Rate,Annual_Employer_Cost,Monthly_Employer_Cost,IRS_Retention_Earnings_Twelfths,Extra_Compensation_Retention,Social_Security_Contribution,Net_Salary
acores,CAS2,1,false,false,0,2000,11, ,not_available,2026,1.249€,1.500€,21.000€,5.77%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,false,false,0,3000,11, ,not_available,2026,1.598€,2.000€,28.000€,9.12%,34.650€,"2.887,50€",,"0,00€","220,00€","1.598,00€"
acores,CAS2,1,false,false,0,5000,11, ,not_available,2026,2.232€,3.000€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","330,00€","2.232,00€"
acores,CAS2,1,false,false,0,10000,11, ,not_available,2026,3.458€,5.000€,70.000€,19.84%,86.625€,"7.218,75€",,"0,00€","550,00€","3.458,00€"
acores,CAS2,1,false,false,0,820,11,1x50%,not_available,2026,6.355€,10.000€,140.000€,25.45%,173.250€,"14.437,50€",,,,
acores,CAS2,1,false,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
acores,CAS2,1,false,false,0,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,false,false,0,2000,11,1x50%,not_available,2026,"1.300,63€","1.562,50€",21.000€,5.77%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,false,false,0,3000,11,1x50%,not_available,2026,"1.665,17€","2.083,33€",28.000€,9.12%,34.650€,"2.887,50€",,"0,00€","229,17€","1.665,17€"
acores,CAS2,1,false,false,0,5000,11,1x50%,not_available,2026,"2.325,25€",3.125€,42.000€,14.62%,51.975€,"4.331,25€",,,,
acores,CAS2,1,false,false,0,10000,11,1x50%,not_available,2026,"3.602,42€","5.208,33€",70.000€,19.84%,86.625€,"7.218,75€",,"0,00€","572,92€","3.602,42€"
acores,CAS2,1,false,false,0,820,11,2x50%,not_available,2026,"6.619,83€","10.416,67€",140.000€,25.45%,173.250€,"14.437,50€",,"0,00€","1.145,83€","6.619,83€"
acores,CAS2,1,false,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
acores,CAS2,1,false,false,0,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
acores,CAS2,1,false,false,0,2000,11,2x50%,not_available,2026,"1.353,25€",1.625€,21.000€,5.77%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.353,25€"
acores,CAS2,1,false,false,0,3000,11,2x50%,not_available,2026,"1.731,33€","2.166,67€",28.000€,9.12%,34.650€,"2.887,50€",,,,
acores,CAS2,1,false,false,0,5000,11,2x50%,not_available,2026,"2.417,50€",3.250€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","357,50€","2.417,50€"
acores,CAS2,1,false,false,0,10000,11,2x50%,not_available,2026,"3.746,83€","5.416,67€",70.000€,19.84%,86.625€,"7.218,75€",,"0,00€","595,83€","3.746,83€"
acores,CAS2,1,false,false,0,820,11,2x100%,not_available,2026,"6.884,67€","10.833,33€",140.000€,25.45%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.884,67€"
acores,CAS2,1,false,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
acores,CAS2,1,false,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
acores,CAS2,1,false,false,0,2000,11,2x100%,not_available,2026,"1.457,50€",1.750€,21.000€,5.77%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,false,false,0,3000,11,2x100%,not_available,2026,"1.864,67€","2.333,33€",28.000€,9.12%,34.650€,"2.887,50€",,,,
acores,CAS2,1,false,false,0,5000,11,2x100%,not_available,2026,2.604€,3.500€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","385,00€","2.604,00€"
acores,CAS2,1,false,false,0,10000,11,2x100%,not_available,2026,"4.034,67€","5.833,33€",70.000€,19.84%,86.625€,"7.218,75€",,,,
acores,CAS2,1,false,true,1,820,11, ,not_available,2026,"7.414,33€","11.666,67€",140.000€,25.45%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.414,33€"
acores,CAS2,1,false,true,1,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
acores,CAS2,1,false,true,1,1500,11, ,not_available,2026,1.291€,1.500€,21.000€,2.94%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,false,true,1,2000,11, ,not_available,2026,1.291€,1.500€,21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","110,00€","890,00€"
acores,CAS2,1,false,true,1,3000,11, ,not_available,2026,1.641€,2.000€,28.000€,7.00%,34.650€,"2.887,50€",,,,
acores,CAS2,1,false,true,1,5000,11, ,not_available,2026,2.274€,3.000€,42.000€,13.20%,51.975€,"4.331,25€",,,,
acores,CAS2,1,false,true,1,10000,11, ,not_available,2026,3.501€,5.000€,70.000€,18.99%,86.625€,"7.218,75€",,,,
acores,CAS2,1,false,true,1,820,11,1x50%,not_available,2026,6.398€,10.000€,140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","1.100,00€","6.398,00€"
acores,CAS2,1,false,true,1,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
acores,CAS2,1,false,true,1,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
acores,CAS2,1,false,true,1,2000,11,1x50%,not_available,2026,"1.345,63€","1.562,50€",21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.345,63€"
acores,CAS2,1,false,true,1,3000,11,1x50%,not_available,2026,"1.709,17€","2.083,33€",28.000€,7.00%,34.650€,"2.887,50€",,"0,00€","229,17€","1.709,17€"
acores,CAS2,1,false,true,1,5000,11,1x50%,not_available,2026,"2.369,25€",3.125€,42.000€,13.20%,51.975€,"4.331,25€",,"0,00€","343,75€","2.369,25€"
acores,CAS2,1,false,true,1,10000,11,1x50%,not_available,2026,"3.646,42€","5.208,33€",70.000€,18.99%,86.625€,"7.218,75€",,"0,00€","572,92€","3.646,42€"
acores,CAS2,1,false,true,1,820,11,2x50%,not_available,2026,"6.664,83€","10.416,67€",140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","1.145,83€","6.664,83€"
acores,CAS2,1,false,true,1,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
acores,CAS2,1,false,true,1,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
acores,CAS2,1,false,true,1,2000,11,2x50%,not_available,2026,"1.399,25€",1.625€,21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.399,25€"
acores,CAS2,1,false,true,1,3000,11,2x50%,not_available,2026,"1.777,33€","2.166,67€",28.000€,7.00%,34.650€,"2.887,50€",,"0,00€","238,33€","1.777,33€"
acores,CAS2,1,false,true,1,5000,11,2x50%,not_available,2026,"2.463,50€",3.250€,42.000€,13.20%,51.975€,"4.331,25€",,"0,00€","357,50€","2.463,50€"
acores,CAS2,1,false,true,1,10000,11,2x50%,not_available,2026,"3.792,83€","5.416,67€",70.000€,18.99%,86.625€,"7.218,75€",,"0,00€","595,83€","3.792,83€"
acores,CAS2,1,false,true,1,820,11,2x100%,not_available,2026,"6.930,67€","10.833,33€",140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.930,67€"
acores,CAS2,1,false,true,1,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
acores,CAS2,1,false,true,1,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
acores,CAS2,1,false,true,1,2000,11,2x100%,not_available,2026,"1.506,50€",1.750€,21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.506,50€"
acores,CAS2,1,false,true,1,3000,11,2x100%,not_available,2026,"1.913,67€","2.333,33€",28.000€,7.00%,34.650€,"2.887,50€",,"0,00€","256,67€","1.913,67€"
acores,CAS2,1,false,true,1,5000,11,2x100%,not_available,2026,2.653€,3.500€,42.000€,13.20%,51.975€,"4.331,25€",,"0,00€","385,00€","2.653,00€"
acores,CAS2,1,false,true,1,10000,11,2x100%,not_available,2026,"4.084,67€","5.833,33€",70.000€,18.99%,86.625€,"7.218,75€",,"0,00€","641,67€","4.084,67€"
acores,CAS2,1,true,false,0,820,11, ,not_available,2026,"7.464,33€","11.666,67€",140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.464,33€"
acores,CAS2,1,true,false,0,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
acores,CAS2,1,true,false,0,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
acores,CAS2,1,true,false,0,2000,11, ,not_available,2026,1.249€,1.500€,21.000€,5.77%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.249,00€"
acores,CAS2,1,true,false,0,3000,11, ,not_available,2026,1.598€,2.000€,28.000€,9.12%,34.650€,"2.887,50€",,"0,00€","220,00€","1.598,00€"
acores,CAS2,1,true,false,0,5000,11, ,not_available,2026,2.232€,3.000€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","330,00€","2.232,00€"
acores,CAS2,1,true,false,0,10000,11, ,not_available,2026,3.458€,5.000€,70.000€,19.84%,86.625€,"7.218,75€",,"0,00€","550,00€","3.458,00€"
acores,CAS2,1,true,false,0,820,11,1x50%,not_available,2026,6.355€,10.000€,140.000€,25.45%,173.250€,"14.437,50€",,"0,00€","1.100,00€","6.355,00€"
acores,CAS2,1,true,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
acores,CAS2,1,true,false,0,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
acores,CAS2,1,true,false,0,2000,11,1x50%,not_available,2026,"1.300,63€","1.562,50€",21.000€,5.77%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.300,63€"
acores,CAS2,1,true,false,0,3000,11,1x50%,not_available,2026,"1.665,17€","2.083,33€",28.000€,9.12%,34.650€,"2.887,50€",,,,
acores,CAS2,1,true,false,0,5000,11,1x50%,not_available,2026,"2.325,25€",3.125€,42.000€,14.62%,51.975€,"4.331,25€",,,,
acores,CAS2,1,true,false,0,10000,11,1x50%,not_available,2026,1.291€,1.500€,21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.291,00€"
acores,CAS2,1,true,false,0,820,11,2x50%,not_available,2026,"6.619,83€","10.416,67€",140.000€,25.45%,173.250€,"14.437,50€",,,,
acores,CAS2,1,true,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
acores,CAS2,1,true,false,0,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
acores,CAS2,1,true,false,0,2000,11,2x50%,not_available,2026,"1.353,25€",1.625€,21.000€,5.77%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,true,false,0,3000,11,2x50%,not_available,2026,"1.731,33€","2.166,67€",28.000€,9.12%,34.650€,"2.887,50€",,,,
acores,CAS2,1,true,false,0,5000,11,2x50%,not_available,2026,"2.417,50€",3.250€,42.000€,14.62%,51.975€,"4.331,25€",,,,
acores,CAS2,1,true,false,0,10000,11,2x50%,not_available,2026,"3.746,83€","5.416,67€",70.000€,19.84%,86.625€,"7.218,75€",,,,
acores,CAS2,1,true,false,0,820,11,2x100%,not_available,2026,"1.353,25€",1.625€,21.000€,5.77%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.353,25€"
acores,CAS2,1,true,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,CAS2,1,true,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,true,false,0,2000,11,2x100%,not_available,2026,"851,43€","2.333,33€",28.000€,9.12%,34.650€,"2.887,50€",,"0,00€","105,23€","851,43€"
acores,CAS2,1,true,false,0,3000,11,2x100%,not_available,2026,2.604€,3.500€,42.000€,14.62%,51.975€,"4.331,25€",,,,
acores,CAS2,1,true,false,0,5000,11,2x100%,not_available,2026,"1.457,50€",1.750€,21.000€,5.77%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,true,false,0,10000,11,2x100%,not_available,2026,"1.864,67€",3.500€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","256,67€","1.864,67€"
acores,CAS2,1,true,true,1,820,11, ,not_available,2026,"7.414,33€","11.666,67€",140.000€,25.45%,173.250€,"14.437,50€",,"0,00€","641,67€","4.034,67€"
acores,CAS2,1,true,true,1,1000,11, ,not_available,2026,2.604€,3.500€,42.000€,14.62%,51.975€,"4.331,25€",,"0,00€","385,00€","2.604,00€"
acores,CAS2,1,true,true,1,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","110,00€","890,00€"
acores,CAS2,1,true,true,1,2000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,true,true,1,3000,11, ,not_available,2026,1.291€,1.500€,21.000€,2.94%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,true,true,1,5000,11, ,not_available,2026,2.274€,3.000€,42.000€,13.20%,51.975€,"4.331,25€",,"0,00€","220,00€","1.641,00€"
acores,CAS2,1,true,true,1,10000,11, ,not_available,2026,1.291€,10.000€,140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","165,00€","1.291,00€"
acores,CAS2,1,true,true,1,820,11,1x50%,not_available,2026,6.398€,10.000€,140.000€,25.03%,173.250€,"14.437,50€",,,,
acores,CAS2,1,true,true,1,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
acores,CAS2,1,true,true,1,1500,11,1x50%,not_available,2026,"1.345,63€","1.562,50€",21.000€,2.94%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,true,true,1,2000,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,true,true,1,3000,11,1x50%,not_available,2026,"1.345,63€","1.562,50€",21.000€,2.94%,"25.987,50€","2.165,63€",,,,
acores,CAS2,1,true,true,1,5000,11,1x50%,not_available,2026,"1.709,17€","2.083,33€",28.000€,7.00%,34.650€,"2.887,50€",,,,
acores,CAS2,1,true,true,1,10000,11,1x50%,not_available,2026,"3.646,42€","5.208,33€",70.000€,18.99%,86.625€,"7.218,75€",,"0,00€","343,75€","2.369,25€"
acores,CAS2,1,true,true,1,820,11,2x50%,not_available,2026,"6.664,83€","10.416,67€",140.000€,25.03%,173.250€,"14.437,50€",,,,
acores,CAS2,1,true,true,1,1000,11,2x50%,not_available,2026,"1.345,63€","1.562,50€",21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","171,88€","1.345,63€"
acores,CAS2,1,true,true,1,1500,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,CAS2,1,true,true,1,2000,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,true,true,1,3000,11,2x50%,not_available,2026,"1.399,25€",1.625€,21.000€,2.94%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.399,25€"
acores,CAS2,1,true,true,1,5000,11,2x50%,not_available,2026,"1.777,33€","2.166,67€",28.000€,7.00%,34.650€,"2.887,50€",,,,
acores,CAS2,1,true,true,1,10000,11,2x50%,not_available,2026,"2.463,50€",3.250€,42.000€,13.20%,51.975€,"4.331,25€",,,,
acores,CAS2,1,true,true,1,820,11,2x100%,not_available,2026,"6.930,67€","10.833,33€",140.000€,25.03%,173.250€,"14.437,50€",,"0,00€","595,83€","3.792,83€"
acores,CAS2,1,true,true,1,1000,11,2x100%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
acores,CAS2,1,true,true,1,1500,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
acores,CAS2,1,true,true,1,2000,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,1,true,true,1,3000,11,2x100%,not_available,2026,"1.913,67€","2.333,33€",28.000€,7.00%,34.650€,"2.887,50€",,"0,00€","192,50€","1.506,50€"
acores,CAS2,1,true,true,1,5000,11,2x100%,not_available,2026,2.653€,3.500€,42.000€,13.20%,51.975€,"4.331,25€",,,,
acores,CAS2,1,true,true,1,10000,11,2x100%,not_available,2026,"4.084,67€","5.833,33€",70.000€,18.99%,86.625€,"7.218,75€",,,,
acores,CAS2,2,false,false,0,820,11, ,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
acores,CAS2,2,false,false,0,1000,11, ,not_available,2026,"7.464,33€","11.666,67€",140.000€,25.03%,173.250€,"14.437,50€",,,,
acores,CAS2,2,false,false,0,1500,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","90,20€","729,80€"
acores,CAS2,2,false,false,0,2000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,CAS2,2,false,false,0,3000,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,2,false,false,0,5000,11, ,not_available,2026,1.620€,2.000€,28.000€,8.05%,34.650€,"2.887,50€",,"0,00€","165,00€","1.270,00€"
acores,CAS2,2,false,false,0,10000,11, ,not_available,2026,2.253€,3.000€,42.000€,13.90%,51.975€,"4.331,25€",,"0,00€","330,00€","2.253,00€"
acores,CAS2,2,false,false,0,820,11,1x50%,not_available,2026,6.377€,10.000€,140.000€,25.24%,173.250€,"14.437,50€",,"0,00€","550,00€","3.480,00€"
acores,CAS2,2,false,false,0,1000,11,1x50%,not_available,2026,"760,21€","854,17€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","93,96€","760,21€"
acores,CAS2,2,false,false,0,1500,11,1x50%,not_available,2026,"927,08€","1.041,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","114,58€","927,08€"
acores,CAS2,2,false,false,0,2000,11,1x50%,not_available,2026,"1.323,63€","1.562,50€",21.000€,4.34%,"25.987,50€","2.165,63€",,,,
acores,CAS2,2,false,false,0,3000,11,1x50%,not_available,2026,"1.687,17€","2.083,33€",28.000€,8.05%,34.650€,"2.887,50€",,"0,00€","229,17€","1.687,17€"
acores,CAS2,2,false,false,0,5000,11,1x50%,not_available,2026,"2.347,25€",3.125€,42.000€,13.90%,51.975€,"4.331,25€",,"0,00€","343,75€","2.347,25€"
acores,CAS2,2,false,false,0,10000,11,1x50%,not_available,2026,"3.624,42€","5.208,33€",70.000€,19.41%,86.625€,"7.218,75€",,"0,00€","572,92€","3.624,42€"
acores,CAS2,2,false,false,0,820,11,2x50%,not_available,2026,"6.642,83€","10.416,67€",140.000€,25.24%,173.250€,"14.437,50€",,"0,00€","1.145,83€","6.642,83€"
acores,CAS2,2,false,false,0,1000,11,2x50%,not_available,2026,"790,62€","888,33€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","97,72€","790,62€"
acores,CAS2,2,false,false,0,1500,11,2x50%,not_available,2026,"964,17€","1.083,33€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","119,17€","964,17€"
acores,CAS2,2,false,false,0,2000,11,2x50%,not_available,2026,"1.376,25€",1.625€,21.000€,4.34%,"25.987,50€","2.165,63€",,"0,00€","178,75€","1.376,25€"
acores,CAS2,2,false,false,0,3000,11,2x50%,not_available,2026,1.270€,1.500€,21.000€,4.34%,"25.987,50€","2.165,63€",,"0,00€","165,00€","1.270,00€"
acores,CAS2,2,false,false,0,5000,11,2x50%,not_available,2026,"2.441,50€","5.416,67€",70.000€,19.41%,86.625€,"7.218,75€",,"0,00€","357,50€","2.441,50€"
acores,CAS2,2,false,false,0,10000,11,2x50%,not_available,2026,"3.769,83€","5.416,67€",70.000€,19.41%,86.625€,"7.218,75€",,"0,00€","357,50€","2.441,50€"
acores,CAS2,2,false,false,0,820,11,2x100%,not_available,2026,"6.908,67€","10.833,33€",140.000€,25.24%,173.250€,"14.437,50€",,"0,00€","1.191,67€","6.908,67€"
acores,CAS2,2,false,false,0,1000,11,2x100%,not_available,2026,"851,43€","956,67€",11.480€,0.00%,"14.206,50€","1.183,88€",,"0,00€","105,23€","851,43€"
acores,CAS2,2,false,false,0,1500,11,2x100%,not_available,2026,"1.038,33€","1.166,67€",14.000€,0.00%,17.325€,"1.443,75€",,"0,00€","128,33€","1.038,33€"
acores,CAS2,2,false,false,0,2000,11,2x100%,not_available,2026,"1.482,50€",1.750€,21.000€,4.34%,"25.987,50€","2.165,63€",,"0,00€","192,50€","1.482,50€"
acores,CAS2,2,false,false,0,3000,11,2x100%,not_available,2026,"1.889,67€","2.333,33€",28.000€,8.05%,34.650€,"2.887,50€",,"0,00€","256,67€","1.889,67€"
acores,CAS2,2,false,false,0,5000,11,2x100%,not_available,2026,2.629€,3.500€,42.000€,13.90%,51.975€,"4.331,25€",,"0,00€","385,00€","2.629,00€"
acores,CAS2,2,false,false,0,10000,11,2x100%,not_available,2026,"4.059,67€","5.833,33€",70.000€,19.41%,86.625€,"7.218,75€",,"0,00€","641,67€","4.059,67€"
acores,CAS2,2,false,true,1,820,11, ,not_available,2026,"7.439,33€","11.666,67€",140.000€,25.24%,173.250€,"14.437,50€",,"0,00€","1.283,33€","7.439,33€"
acores,CAS2,2,false,true,1,1000,11, ,not_available,2026,"729,80€",820€,11.480€,0.00%,"14.206,50€","1.183,88€",,,,
acores,CAS2,2,false,true,1,1500,11, ,not_available,2026,890€,1.000€,14.000€,0.00%,17.325€,"1.443,75€",,,,
acores,CAS2,2,false,true,1,2000,11, ,not_available,2026,1.313€,1.500€,21.000€,1.51%,"25.987,50€","2.165,63€",,,,
acores,CAS2,2,false,true,1,3000,11, ,not_available,2026,2.296€,3.000€,42.000€,12.49%,51.975€,"4.331,25€",,"0,00€","330,00€","2.296,00€"
acores,CAS2,2,false,true,1,5000,11, ,not_available,2026,2.296€,3.000€,42.000€,12.49%,51.975€,"4.331,25€",,"0,00€","330,00€","2.296,00€"
acores,CAS2,2,false,true,1,10000,11, ,not_available,2026,3.522€,5.000€,70.000€,18.57%,86.625€,"7.218,75€",,,,
acores,CAS2,2,false,true,1,820,11,1x50%,not_available,2026,2.296€,3.000€,42.000€,12.49%,51.975€,"4.331,25€",,,,
